f1	f2
464.7	1652.1
432.9	1857.1
416.7	2161.3
559.0	1888.7
570.1	1432.0
323.6	1863.7
457.9	1033.7
399.5	2152.3
553.5	1672.4
516.6	1499.4
767.0	1367.5
560.6	1390.5
678.6	1545.2
449.8	1084.2
565.4	1295.1
417.9	840.3
291.8	1782.8
573.2	1014.9
328.9	2036.5
653.1	1469.5
506.0	1660.9
774.7	1772.6
394.9	1951.0
551.4	1660.2
550.1	1812.9
521.6	1538.0
522.2	1594.2
807.2	1484.8
496.6	2010.3
496.0	1439.9
627.0	1672.5
419.4	2022.3
310.8	2010.6
604.3	1056.9
561.7	1853.4
716.3	1691.2
684.2	1066.6
761.3	1574.9
295.2	2201.8
821.8	1624.6
642.5	1548.9
520.3	1062.6
410.5	2256.6
614.1	1509.5
606.3	1745.3
412.6	1453.6
656.8	1219.6
364.8	2154.6
363.9	1989.4
553.1	1813.2
643.8	1462.8
451.7	1706.8
625.9	1649.3
542.3	1974.7
464.2	1326.4
420.1	1866.0
639.8	1518.4
439.1	1774.6
274.1	1668.8
573.2	1014.9
737.2	1570.5
779.1	1330.5
697.4	1292.4
694.8	1631.0
395.5	1878.7
491.6	1743.2
493.4	1526.8
474.1	1033.8
325.7	2178.1
319.0	1921.2
270.0	2132.0
374.9	1652.2
904.3	1505.6
365.1	1877.7
484.4	1918.0
471.5	994.3
656.1	1271.6
640.4	1901.7
411.2	1415.4
661.1	1703.3
376.6	1966.6
607.2	1244.8
516.0	1205.9
340.3	1525.0
405.2	2122.0
309.2	1838.6
609.2	1553.3
512.6	1409.2
597.7	1722.1
469.7	1940.9
836.0	1799.1
756.1	1536.6
394.9	2001.0
607.3	1677.6
330.6	2454.9
406.7	2221.4
358.6	2071.8
515.6	1259.7
758.7	1950.4
406.2	2025.9
880.5	1546.8
684.2	1066.6
489.5	2014.7
604.0	1321.0
331.9	1235.9
674.4	1547.9
651.9	1507.4
835.5	1504.0
721.4	1766.2
990.4	1872.5
306.4	2051.1
356.2	1830.5
289.2	1501.1
463.4	1885.9
340.1	2117.1
745.8	1452.1
369.1	1192.1
491.7	1291.5
661.7	1604.3
396.0	1686.4
296.2	1834.4
833.7	1595.7
713.9	1472.1
592.7	1190.3
617.3	1567.6
429.7	2215.4
621.7	1125.8
577.0	1179.8
294.6	2332.3
634.0	1806.2
693.2	1431.9
735.1	1472.7
552.7	1754.3
530.4	1128.6
630.7	1419.7
583.5	1508.8
469.4	1825.2
430.3	1708.5
625.0	1848.7
637.6	1229.0
748.8	1468.3
572.9	1587.5
388.8	1541.5
591.9	1182.5
651.3	1764.5
470.9	1920.4
481.5	1971.9
325.7	2058.6
498.6	1652.8
278.9	2226.9
656.1	1271.6
430.5	1725.7
638.9	1148.8
677.4	992.1
417.8	1343.4
609.2	1553.3
360.7	1857.8
774.7	1772.6
419.4	1859.8
506.0	1660.9
464.3	1746.4
276.0	2259.4
772.5	1447.7
604.9	1036.6
584.6	1116.7
730.2	1338.0
388.0	1507.7
501.8	1559.7
602.0	1587.5
584.7	1569.0
731.8	1148.6
345.2	1516.7
280.1	2270.0
297.7	1898.3
597.4	1814.5
307.7	2395.7
588.2	1729.9
665.3	1810.6
670.0	1316.9
333.6	1810.6
627.8	1663.4
398.0	1797.4
522.3	1668.1
499.6	1674.7
540.9	1909.4
456.2	1905.5
441.6	1813.2
561.8	1578.8
592.2	1337.1
733.4	1301.7
688.0	1672.1
559.7	2023.4
630.7	1419.7
445.9	1571.6
417.5	1985.8
431.8	1278.3
365.6	1909.5
713.9	1472.1
658.2	1209.8
699.2	1488.3
692.6	1565.5
604.6	1121.6
566.8	1208.8
601.3	956.3
637.6	1229.0
585.4	1685.5
597.2	1324.7
379.2	2142.8
577.2	1613.6
566.3	1772.9
551.5	1767.7
362.3	2152.2
658.0	1017.7
352.8	1478.5
303.5	1089.7
464.0	2021.1
841.3	1782.4
884.1	1422.7
505.0	1538.2
402.4	1022.8
607.8	1323.7
425.2	1178.6
493.4	1526.8
568.5	1586.2
571.3	1264.3
613.6	1737.5
430.6	1651.0
335.4	2083.6
549.5	1896.5
618.7	1500.4
656.2	1569.3
555.1	958.7
514.8	2265.3
379.9	1906.2
506.6	1838.1
564.2	1674.4
942.5	1611.6
648.1	1604.3
273.8	2198.5
333.8	1871.6
336.4	1990.0
938.2	1485.5
560.1	976.2
419.2	1668.2
377.8	2264.1
540.8	1076.9
710.3	1758.8
815.4	1616.7
606.7	1349.9
259.5	2165.7
556.4	1283.8
611.1	1331.6
559.7	2067.0
289.1	2293.5
521.8	1618.7
359.1	2179.5
415.0	1111.8
570.2	1307.1
732.0	1635.3
359.1	2271.9
710.9	1315.7
560.9	1326.1
376.6	1966.6
646.7	1369.7
553.5	1672.4
602.3	1587.2
447.2	2039.8
585.7	1573.4
414.7	1703.6
454.9	1991.1
581.8	1016.5
824.8	1602.6
673.3	1693.2
691.1	1587.8
496.2	1260.1
661.6	1636.4
522.0	1029.4
706.8	1525.5
461.9	1142.9
485.5	1072.7
662.6	1453.7
630.8	1776.4
601.3	1033.8
457.9	1599.4
584.6	1116.7
360.8	1909.0
612.3	1508.2
595.4	1656.9
415.2	2101.9
617.9	1660.5
889.1	1552.7
408.9	2145.7
549.6	1508.4
615.5	1617.1
761.5	1515.8
352.8	1478.5
588.2	1729.9
603.8	1685.0
569.3	1595.6
475.9	869.4
460.3	1115.2
581.0	1621.9
699.2	1488.3
528.1	1426.5
259.3	2345.7
435.8	875.8
426.7	1910.7
607.3	1419.7
554.4	1878.1
666.8	1285.7
677.6	1623.7
282.4	2398.8
590.1	1223.6
406.7	2221.4
498.6	1953.6
415.1	2072.8
449.1	863.7
351.1	1603.6
726.7	1713.9
470.0	1695.2
490.6	1036.6
757.5	1536.4
401.1	2248.5
454.9	1991.1
709.5	1353.1
354.1	2083.7
656.2	1569.3
464.3	1160.3
359.8	1926.2
421.2	951.1
517.1	1918.9
423.7	1261.7
748.0	1521.2
873.9	1701.6
293.1	2309.2
702.0	1359.0
582.1	1483.9
496.2	1974.8
904.3	1505.6
379.9	1906.2
302.6	1984.0
451.7	1706.8
642.5	1548.9
333.4	1902.6
328.4	2193.3
692.4	1425.1
378.6	2069.2
606.2	1407.9
619.1	1899.1
414.0	1456.8
519.6	1940.8
644.3	1384.8
672.7	1807.2
689.6	1430.4
493.7	1964.5
520.8	863.7
415.9	1170.8
270.0	2132.0
270.3	1974.2
437.7	1787.3
430.6	1651.0
568.2	1551.3
459.1	962.6
565.4	1109.4
384.1	2030.5
581.6	1175.1
347.7	2204.6
305.1	1632.1
390.7	723.0
389.6	1549.6
716.5	1472.4
664.9	1501.0
253.4	2239.1
316.2	2269.4
444.9	1395.0
446.0	1653.2
678.3	1319.8
412.6	1453.6
395.7	1060.7
421.2	2302.4
566.2	1428.9
560.6	966.7
371.0	1672.0
548.9	978.8
479.2	976.0
380.8	2277.5
414.2	2389.6
649.1	1848.6
762.3	1536.4
532.8	1493.5
456.2	1905.5
442.4	1025.1
239.8	2215.2
499.1	1163.3
350.2	2247.5
448.2	1743.3
622.0	1618.3
614.2	1465.4
630.5	1070.7
411.5	1129.3
645.9	1519.4
388.5	2159.6
578.5	1910.5
463.4	1885.9
336.4	1990.0
654.8	1391.1
489.9	2074.0
742.1	1576.6
798.3	1270.4
413.8	1673.1
496.3	1192.7
512.1	1906.9
670.9	1486.8
692.4	1425.1
667.0	1456.1
477.1	1788.6
518.2	2059.2
334.8	1463.6
340.9	2263.3
540.4	1405.0
597.6	1430.0
373.3	817.2
490.6	1036.6
600.2	1231.3
359.1	2271.9
823.4	1464.0
363.4	1934.7
603.6	1415.7
696.3	1556.1
558.3	1554.6
712.9	1384.3
302.6	1984.0
636.8	1243.8
377.9	1801.2
739.3	1458.3
653.7	2086.3
768.2	1380.7
445.6	1699.3
400.1	1543.8
479.3	2046.5
313.5	2209.8
504.0	2029.6
592.2	1337.1
613.6	1737.5
339.7	2240.8
517.2	1506.5
413.2	1977.8
504.1	1296.4
621.8	1567.7
310.3	1901.3
354.0	2138.4
351.6	2082.3
524.0	1869.5
592.9	1384.6
260.8	2027.0
600.6	1582.2
710.9	1315.7
630.2	1287.7
644.6	1006.9
351.2	917.3
617.3	1567.6
592.3	1778.5
515.3	1614.4
615.6	1098.0
662.5	1559.4
636.2	1754.0
468.3	1761.5
414.7	1703.6
372.5	1822.2
311.9	1839.5
362.5	2241.3
528.9	1304.4
546.1	2139.2
369.4	1929.3
516.8	1559.4
652.0	1687.3
525.5	1019.9
351.3	2033.0
621.2	1133.7
477.7	1557.3
326.2	2166.9
691.9	1650.2
640.6	1546.3
391.9	1489.3
353.1	1902.8
560.1	1445.4
642.3	1558.2
679.3	1517.3
650.0	1518.6
330.1	2110.0
804.1	2233.7
505.2	1746.3
660.9	1701.1
435.8	899.6
295.1	2297.9
650.1	1661.6
674.2	1659.5
566.3	1129.1
560.7	897.1
461.8	1480.5
540.8	1076.9
332.0	1736.3
497.9	1916.9
483.6	1647.1
477.5	1073.1
636.4	1575.3
578.8	1433.7
302.3	2174.1
641.3	1640.4
348.0	1796.3
337.9	1418.3
475.8	1579.1
406.8	990.2
731.8	1148.6
350.7	839.6
307.6	2366.6
649.1	1848.6
761.7	1630.0
393.1	1820.1
623.1	1715.4
495.3	1011.5
513.2	1889.1
544.0	1016.4
516.3	1093.4
373.9	1769.2
763.7	1657.4
380.0	1334.9
326.2	2340.4
602.3	1587.2
644.5	1901.4
287.5	1719.0
759.7	1541.0
540.3	2111.0
339.1	1623.8
672.0	1898.6
656.7	1306.7
677.4	992.1
609.0	1297.3
544.8	2297.6
377.5	2003.3
607.3	1419.7
471.3	1439.4
287.5	1719.0
587.0	1183.9
526.8	1503.4
684.7	1016.9
419.3	965.6
314.4	2231.9
445.3	1130.2
384.0	2166.5
518.6	1046.5
895.0	1595.2
496.3	1665.3
365.5	2141.8
527.1	1336.7
824.9	1433.8
761.7	1630.0
353.5	2230.9
691.9	1650.2
366.1	1869.2
464.7	1652.1
412.7	779.1
420.9	2175.5
658.8	1480.6
487.4	1707.6
610.4	1534.6
402.4	1022.8
258.2	2386.1
413.8	1673.1
261.2	2030.3
496.7	920.3
612.9	1433.4
894.7	1424.2
358.3	1866.6
298.9	1274.5
396.9	1587.6
653.7	1733.6
612.6	1010.5
743.2	1601.5
471.3	1439.4
360.7	1870.6
564.0	1904.4
367.1	1344.4
351.8	2036.6
556.7	967.8
296.8	2218.6
490.2	1614.0
344.4	1312.2
391.1	1143.2
884.1	1422.7
415.0	1111.8
751.7	1474.1
512.1	1348.8
673.3	1693.2
441.6	1813.2
373.9	1769.2
469.6	2179.0
767.7	1494.9
740.7	1677.0
407.4	1874.2
726.3	1422.9
411.8	1691.0
530.3	2057.5
823.4	1464.0
421.1	2137.5
915.7	1526.6
582.9	1383.6
278.1	1747.9
344.4	1695.7
391.2	1274.8
633.5	1611.5
514.8	2265.3
558.5	1205.0
644.8	1491.2
286.4	1924.8
568.2	1807.2
618.9	1083.9
297.7	1898.3
647.3	1768.6
396.9	1917.8
342.8	1806.0
624.1	1613.7
758.3	1445.5
344.9	1478.6
463.6	914.2
742.1	1576.6
442.5	1494.4
643.3	1812.6
508.8	1222.8
374.5	2049.0
662.6	1044.8
460.6	1745.3
551.8	1363.7
749.5	1529.0
662.6	1044.8
667.0	1200.7
511.9	1685.4
532.3	2216.8
392.9	1905.1
492.5	1922.4
540.7	1740.0
770.6	1514.3
350.5	1363.6
561.1	1494.9
512.9	1499.0
475.7	1651.7
411.8	1691.0
497.7	1796.4
577.5	1401.6
394.6	2033.0
489.5	2014.7
589.2	1537.5
392.4	1410.3
426.0	783.5
437.7	1805.5
507.6	1089.0
313.0	1778.7
394.6	2033.0
368.3	2257.5
419.3	965.6
354.5	1944.3
463.6	914.2
350.7	839.6
615.5	1617.1
739.3	1458.3
521.1	1329.1
437.7	1805.5
406.1	1713.5
492.8	1893.9
574.6	1996.1
639.7	1539.6
605.8	1179.3
670.6	1264.9
349.1	1772.2
496.0	1146.6
647.3	1768.6
409.6	1452.5
360.7	1857.8
353.1	1902.8
520.5	1952.7
516.0	1205.9
423.0	1742.1
706.8	1652.7
416.1	835.0
602.0	1224.0
282.0	2262.7
604.0	1223.0
709.4	1292.3
305.9	1898.6
667.9	1254.1
509.9	1599.1
748.0	1521.2
536.0	2078.2
462.8	993.1
442.2	2032.3
869.2	1993.5
607.3	2004.0
336.3	1578.0
677.0	1600.6
389.6	1549.6
313.4	1833.1
359.1	2294.4
422.1	818.5
339.2	1885.9
558.8	962.7
661.5	1600.0
348.2	2151.7
547.3	1779.0
537.3	1853.3
559.7	2067.0
435.2	1569.9
646.8	1541.2
694.4	1664.6
358.8	853.1
667.3	1771.0
551.4	1660.2
672.7	1807.2
335.6	2198.2
660.9	1701.1
564.0	1904.4
895.0	1595.2
433.2	1518.6
522.5	1367.1
430.9	1818.5
424.9	925.9
422.5	983.7
500.6	1415.7
341.1	1962.0
374.7	1764.2
558.3	1554.6
570.0	1883.0
406.2	2025.9
266.6	2345.0
585.9	1337.9
342.8	1806.0
257.3	2235.6
546.4	1869.7
359.8	1926.2
559.1	1593.3
497.8	1745.0
512.1	1800.3
381.3	1332.9
537.6	1873.7
572.6	1329.5
475.8	1579.1
531.9	1552.2
759.5	1521.3
286.4	1924.8
502.6	1934.0
408.4	2003.9
710.0	1426.8
369.0	1631.8
367.2	2041.5
447.9	1555.3
581.4	1638.1
549.8	1595.9
338.1	1401.4
519.1	1896.0
506.6	1838.1
447.6	2252.9
350.1	2026.5
669.2	1667.4
569.0	1080.2
649.0	1331.4
556.8	982.6
689.6	1430.4
423.8	836.2
607.8	1051.2
200.0	2265.1
525.5	1019.9
319.6	1973.8
700.6	1446.3
574.3	1813.3
632.8	982.6
1052.2	1522.8
517.1	1894.5
737.2	1570.5
592.3	1778.5
652.2	1315.6
698.0	1381.0
281.6	1547.3
676.1	1802.4
601.3	956.3
688.4	1736.1
607.3	1677.6
433.2	930.3
618.5	1833.5
527.8	1374.3
410.0	1942.2
394.0	1806.8
557.4	1526.0
692.1	1284.1
566.8	1208.8
623.9	1816.1
385.9	1785.9
536.8	2051.9
430.6	2002.7
548.7	1858.6
522.3	1668.1
642.0	1682.0
605.5	1740.7
591.9	1400.9
771.3	1284.4
264.3	2359.7
769.2	1670.0
602.0	1788.1
516.4	1012.5
392.1	1764.8
342.9	2095.4
385.4	1443.8
345.9	1924.0
285.6	2208.7
423.7	1832.3
623.4	2447.1
548.6	1027.6
490.2	1614.0
417.5	1985.8
650.8	1652.7
356.9	1968.8
350.1	2026.5
461.2	1190.2
683.8	1613.5
668.6	1478.4
444.0	996.2
342.3	2085.6
572.8	1639.4
668.4	1741.1
350.4	2270.4
305.5	2168.7
669.5	1263.1
752.6	1359.5
655.7	1448.4
582.6	964.6
627.2	1271.3
419.4	2022.3
644.5	1901.4
410.7	1203.3
403.8	1181.4
638.2	1067.0
585.4	1685.5
339.9	1865.3
431.9	1702.4
562.3	1608.8
446.0	1653.2
358.8	853.1
445.6	1758.8
351.2	917.3
599.8	1324.6
530.2	1287.1
485.5	1072.7
308.9	2322.8
395.8	899.5
912.2	1525.0
566.3	1772.9
379.2	2142.8
462.1	2179.0
561.8	1578.8
457.9	1599.4
635.9	1270.4
464.7	2072.2
314.8	2119.0
727.9	1681.6
709.5	1353.1
257.3	2235.6
683.7	1524.6
345.8	2189.1
649.0	1331.4
543.0	1039.8
530.4	1147.6
716.6	1475.9
889.1	1552.7
458.4	1981.5
310.6	2251.5
458.4	1981.5
883.6	1720.0
728.2	1479.9
634.7	1209.2
527.2	1839.0
375.0	1436.8
388.8	1541.5
770.6	1514.3
662.6	1453.7
649.2	1549.0
375.2	2076.0
613.0	1248.4
444.9	1395.0
503.7	1777.6
736.0	1586.8
556.7	967.8
602.0	1788.1
822.8	1808.5
484.7	1632.1
640.6	1546.3
652.0	1687.3
392.4	2083.8
573.1	867.0
384.3	1909.1
641.8	1602.8
675.7	1469.2
497.4	1762.7
657.2	1582.1
651.9	1507.4
678.5	1499.1
380.4	1962.0
343.1	1432.1
747.4	1650.1
641.3	1640.4
352.1	1195.4
582.1	1483.9
394.0	1806.8
342.3	2085.6
365.3	1666.7
640.7	1517.3
612.6	1010.5
651.6	1174.2
478.9	2067.4
670.9	1486.8
320.5	2384.8
401.7	1981.1
401.1	2248.5
423.4	1635.9
327.4	1921.8
294.6	2332.3
660.7	1496.8
566.2	1428.9
703.7	1515.3
565.4	1109.4
511.2	894.4
615.7	1581.4
605.9	1066.0
531.9	1552.2
706.2	1869.2
675.7	1469.2
758.1	1419.1
840.8	1537.3
663.6	1301.3
511.2	894.4
500.7	1564.4
559.7	1343.4
596.1	1507.9
645.5	1561.1
419.1	1925.2
331.4	2091.5
568.3	1153.3
481.7	1013.9
546.1	2139.2
435.2	1569.9
540.3	2111.0
629.7	1828.6
579.1	1451.6
401.6	1660.9
646.7	1253.4
470.9	1920.4
584.9	1312.7
511.0	1517.0
640.7	1762.7
462.4	2076.9
717.9	1518.2
335.1	1658.5
345.9	2039.4
600.3	1428.9
631.3	1009.5
662.2	1615.1
307.7	2395.7
289.2	1501.1
643.8	1462.8
772.5	1447.7
496.9	1451.1
487.1	2019.6
344.3	2037.7
635.6	1456.0
352.8	2002.6
496.1	1914.4
388.0	1507.7
741.8	1521.2
612.8	1157.8
333.5	1587.4
764.2	1716.0
337.9	2288.3
590.7	1544.3
915.7	1526.6
513.2	1889.1
428.4	1079.6
405.9	1626.5
536.5	1640.0
540.0	1613.0
426.0	2122.5
409.6	1452.5
550.3	1759.1
513.0	1742.9
716.2	1355.5
639.3	1487.6
662.5	1487.6
565.6	1762.9
475.6	2079.6
623.4	1302.6
604.4	1523.6
449.5	1020.4
399.5	2152.3
355.3	1720.3
303.9	2231.1
365.6	1909.5
521.2	903.7
231.4	2190.7
646.2	1699.1
469.4	1825.2
444.8	1391.5
741.1	1554.4
600.6	1582.2
395.7	1309.5
627.0	1737.8
586.2	1716.1
534.9	1347.8
568.6	994.0
582.0	1755.9
630.8	1776.4
817.6	1641.3
492.5	1487.7
564.7	1983.7
373.3	1137.6
420.6	2079.4
320.3	1993.4
499.1	1163.3
351.2	2038.4
515.5	805.9
702.0	1359.0
737.2	1446.9
762.3	1536.4
344.6	2358.8
637.6	1247.8
544.0	1016.4
705.9	1907.9
812.9	1466.3
580.3	1515.8
367.2	2041.5
511.0	1517.0
638.9	1148.8
623.0	1012.1
796.3	1506.2
609.0	1297.3
421.6	1843.5
390.9	841.8
763.8	1536.9
652.2	1315.6
631.7	1556.0
552.9	1001.6
417.8	2106.4
670.6	1264.9
468.5	1784.1
375.0	1436.8
706.8	1652.7
427.9	2125.4
343.1	1432.1
446.3	1030.9
862.7	1481.5
663.2	1545.0
736.6	1521.4
381.3	1003.1
313.3	2459.8
352.8	1897.0
512.8	844.3
607.8	1323.7
610.4	1534.6
796.3	1506.2
484.7	1632.1
550.2	1351.1
563.5	1566.3
628.1	1998.4
586.2	1716.1
532.3	2216.8
604.8	1075.2
